date	groupes	genre	renouveau	statut	mois	duree	ministre	total
2020-04-28	SOC	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	1
2020-04-28	UAI	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	2
2020-04-28	UAI	H	anciens	attente	11	6-12	Ministère de l'économie et des finances	1
2020-04-28	UAI	H	anciens	attente	11	6-12	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-04-28	UAI	H	anciens	reponse	0	1	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2020-04-28	UAI	H	anciens	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2020-04-28	UAI	H	anciens	reponse	2	3	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2020-04-28	UAI	H	anciens	reponse	9	6-12	Ministère de l'économie et des finances	3
2020-04-28	UAI	H	anciens	retrait	2	3	Ministère des solidarités et de la santé	1
2020-04-28	UAI	H	nouveaux	attente	11	6-12	Ministère de l'action et des comptes publics	1
2020-04-28	UAI	H	nouveaux	attente	11	6-12	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-04-28	UAI	H	nouveaux	attente	11	6-12	Ministère de la culture	1
2020-04-28	UAI	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	2
2020-04-28	UAI	H	nouveaux	reponse	1	2	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-04-28	UAI	H	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2020-04-28	UAI	H	nouveaux	reponse	2	3	Ministère des sports	1
2020-04-28	UAI	H	nouveaux	reponse	4	3-6	Ministère de l'économie et des finances	1
2020-04-28	UAI	H	nouveaux	reponse	3	3-6	Ministère du travail	1
2020-04-28	UAI	H	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-04-28	UAI	H	nouveaux	reponse	10	6-12	Ministère de la culture	1
2020-04-28	UAI	H	nouveaux	reponse	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	GDR	F	anciens	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	GDR	F	anciens	reponse	1	2	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	GDR	F	anciens	reponse	7	6-12	Ministère du travail	1
2020-05-05	GDR	F	anciens	retrait	2	3	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire, des transports	1
2020-05-05	GDR	F	nouveaux	attente	11	6-12	Ministère du travail	1
2020-05-05	GDR	H	anciens	reponse	3	3-6	Ministère de l'économie et des finances	1
2020-05-05	GDR	H	anciens	reponse	6	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	GDR	H	nouveaux	attente	11	6-12	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	GDR	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	GDR	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-05	LFI	F	nouveaux	reponse	8	6-12	Ministère de la culture	1
2020-05-05	LFI	F	nouveaux	reponse	7	6-12	Ministère du travail	1
2020-05-05	LFI	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	LFI	H	nouveaux	attente	11	6-12	Ministère de la justice	3
2020-05-05	LFI	H	nouveaux	reponse	4	3-6	Ministère de la justice	1
2020-05-05	LFI	H	nouveaux	reponse	10	6-12	Ministère de l'éducation nationale et de la jeunesse	2
2020-05-05	LFI	H	nouveaux	reponse	8	6-12	Ministère de la culture	1
2020-05-05	LFI	H	nouveaux	reponse	9	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LFI	H	nouveaux	reponse	7	6-12	Premier ministre	1
2020-05-05	LFI	H	nouveaux	reponse	11	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-05	LR	F	anciens	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-05	LR	F	anciens	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	LR	F	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2020-05-05	LR	F	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-05	LR	F	anciens	retrait	5	3-6	Ministère des solidarités et de la santé	1
2020-05-05	LR	F	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-05	LR	F	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	LR	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LR	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	3
2020-05-05	LR	F	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2020-05-05	LR	F	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	2
2020-05-05	LR	F	nouveaux	reponse	3	3-6	Ministère de la justice	1
2020-05-05	LR	F	nouveaux	reponse	8	6-12	Ministère de l'économie et des finances	1
2020-05-05	LR	F	nouveaux	reponse	10	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-05	LR	F	nouveaux	reponse	8	6-12	Ministère de la justice	1
2020-05-05	LR	F	nouveaux	reponse	6	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	anciens	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-05	LR	H	anciens	attente	11	6-12	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LR	H	anciens	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	LR	H	anciens	attente	11	6-12	Ministère des solidarités et de la santé	2
2020-05-05	LR	H	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	anciens	reponse	1	2	Ministère de l'intérieur	1
2020-05-05	LR	H	anciens	reponse	2	3	Ministère de la justice	1
2020-05-05	LR	H	anciens	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	anciens	reponse	4	3-6	Ministère de l'action et des comptes publics	1
2020-05-05	LR	H	anciens	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	4
2020-05-05	LR	H	anciens	reponse	5	3-6	Ministère de l'économie et des finances	3
2020-05-05	LR	H	anciens	reponse	4	3-6	Ministère de l'intérieur	1
2020-05-05	LR	H	anciens	reponse	5	3-6	Ministère des armées	1
2020-05-05	LR	H	anciens	reponse	3	3-6	Ministère des solidarités et de la santé	2
2020-05-05	LR	H	anciens	reponse	4	3-6	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2020-05-05	LR	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	6
2020-05-05	LR	H	anciens	reponse	7	6-12	Ministère de la culture	1
2020-05-05	LR	H	anciens	reponse	11	6-12	Ministère de la justice	1
2020-05-05	LR	H	anciens	reponse	7	6-12	Ministère des solidarités et de la santé	2
2020-05-05	LR	H	anciens	reponse	7	6-12	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LR	H	anciens	retrait	0	1	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	anciens	retrait	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	LR	H	anciens	retrait	3	3-6	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire, des transports	1
2020-05-05	LR	H	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	2
2020-05-05	LR	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	LR	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	2
2020-05-05	LR	H	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-05	LR	H	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	LR	H	nouveaux	reponse	7	6-12	Ministère de la culture	2
2020-05-05	LR	H	nouveaux	retrait	3	3-6	Ministère de la culture	1
2020-05-05	LREM	F	anciens	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	LREM	F	anciens	attente	11	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-05	LREM	F	anciens	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	LREM	F	anciens	reponse	4	3-6	Ministère de l'économie et des finances	1
2020-05-05	LREM	F	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	2
2020-05-05	LREM	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	5
2020-05-05	LREM	F	nouveaux	attente	11	6-12	Ministère du travail	1
2020-05-05	LREM	F	nouveaux	attente	11	6-12	Secrétariat d'État auprès du Ministère des solidarités et de la santé	1
2020-05-05	LREM	F	nouveaux	reponse	2	3	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	LREM	F	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	1
2020-05-05	LREM	F	nouveaux	reponse	3	3-6	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LREM	F	nouveaux	reponse	4	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales, des collectivités territoriales	1
2020-05-05	LREM	F	nouveaux	reponse	4	3-6	Ministère de la transition écologique et solidaire	1
2020-05-05	LREM	F	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	1
2020-05-05	LREM	F	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-05	LREM	F	nouveaux	reponse	6	6-12	Ministère de la culture	1
2020-05-05	LREM	F	nouveaux	reponse	8	6-12	Ministère de la transition écologique et solidaire	1
2020-05-05	LREM	F	nouveaux	reponse	6	6-12	Ministère des armées	1
2020-05-05	LREM	F	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LREM	H	anciens	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	LREM	H	anciens	attente	11	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-05	LREM	H	anciens	retrait	5	3-6	Ministère de la culture	1
2020-05-05	LREM	H	anciens	retrait	5	3-6	Ministère des solidarités et de la santé	1
2020-05-05	LREM	H	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	4
2020-05-05	LREM	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	LREM	H	nouveaux	attente	11	6-12	Ministère de la transition écologique et solidaire	2
2020-05-05	LREM	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	4
2020-05-05	LREM	H	nouveaux	attente	11	6-12	Ministère du travail	3
2020-05-05	LREM	H	nouveaux	reponse	0	1	Ministère des solidarités et de la santé	2
2020-05-05	LREM	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	LREM	H	nouveaux	reponse	2	3	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LREM	H	nouveaux	reponse	4	3-6	Ministère de l'intérieur	1
2020-05-05	LREM	H	nouveaux	reponse	4	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-05-05	LREM	H	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire	1
2020-05-05	LREM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de l'économie et des finances	1
2020-05-05	LREM	H	nouveaux	reponse	5	3-6	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LREM	H	nouveaux	reponse	10	6-12	Ministère de l'action et des comptes publics	1
2020-05-05	LREM	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	2
2020-05-05	LREM	H	nouveaux	reponse	6	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	LREM	H	nouveaux	reponse	7	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-05	LREM	H	nouveaux	reponse	7	6-12	Ministère de la culture	2
2020-05-05	LREM	H	nouveaux	reponse	6	6-12	Ministère des armées	1
2020-05-05	LREM	H	nouveaux	reponse	7	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LREM	H	nouveaux	reponse	7	6-12	Ministère du travail	1
2020-05-05	LREM	H	nouveaux	reponse	10	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-05	LREM	H	nouveaux	retrait	3	3-6	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-05	LREM	H	nouveaux	retrait	3	3-6	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	LT	F	anciens	reponse	0	1	Ministère des solidarités et de la santé	1
2020-05-05	LT	F	nouveaux	reponse	7	6-12	Ministère de la culture	1
2020-05-05	LT	H	anciens	attente	11	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-05	LT	H	anciens	reponse	7	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LT	H	anciens	reponse	6	6-12	Ministère des sports	1
2020-05-05	LT	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	LT	H	nouveaux	reponse	6	6-12	Ministère des solidarités et de la santé	1
2020-05-05	MODEM	F	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	MODEM	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	MODEM	F	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	MODEM	F	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	MODEM	F	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2020-05-05	MODEM	F	nouveaux	reponse	4	3-6	Ministère de l'intérieur	1
2020-05-05	MODEM	F	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-05	MODEM	F	nouveaux	reponse	7	6-12	Ministère de la culture	1
2020-05-05	MODEM	F	nouveaux	reponse	6	6-12	Ministère des sports	1
2020-05-05	MODEM	F	nouveaux	retrait	3	3-6	Secrétariat d'État auprès du Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	MODEM	H	nouveaux	attente	11	6-12	Ministère de la transition écologique et solidaire	1
2020-05-05	MODEM	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	MODEM	H	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2020-05-05	NI	F	anciens	attente	11	6-12	Ministère de la transition écologique et solidaire	1
2020-05-05	NI	F	anciens	reponse	5	3-6	Ministère de la transition écologique et solidaire	1
2020-05-05	NI	F	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	NI	F	nouveaux	reponse	3	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-05-05	NI	F	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-05	NI	F	nouveaux	reponse	7	6-12	Ministère de la culture	1
2020-05-05	NI	F	nouveaux	reponse	6	6-12	Ministère du travail	1
2020-05-05	NI	F	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2020-05-05	NI	H	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-05	NI	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	1
2020-05-05	NI	H	nouveaux	reponse	1	2	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	NI	H	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	1
2020-05-05	NI	H	nouveaux	reponse	9	6-12	Ministère de l'intérieur	1
2020-05-05	NI	H	nouveaux	reponse	9	6-12	Ministère des solidarités et de la santé	1
2020-05-05	SOC	F	anciens	attente	11	6-12	Ministère du travail	1
2020-05-05	SOC	F	anciens	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	SOC	F	anciens	reponse	8	6-12	Ministère de l'économie et des finances	1
2020-05-05	SOC	F	anciens	reponse	11	6-12	Ministère de l'intérieur	1
2020-05-05	SOC	F	nouveaux	reponse	6	6-12	Ministère de l'économie et des finances	1
2020-05-05	SOC	H	anciens	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	SOC	H	anciens	reponse	6	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-05	SOC	H	anciens	reponse	9	6-12	Ministère de la culture	2
2020-05-05	SOC	H	anciens	reponse	9	6-12	Ministère des solidarités et de la santé	1
2020-05-05	SOC	H	anciens	retrait	1	2	Ministère de l'économie et des finances	1
2020-05-05	SOC	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-05	SOC	H	nouveaux	reponse	3	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	SOC	H	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-05	UAI	F	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-05	UAI	F	nouveaux	reponse	5	3-6	Ministère de l'économie et des finances	2
2020-05-05	UAI	H	anciens	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-05	UAI	H	anciens	attente	11	6-12	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-05-05	UAI	H	anciens	attente	11	6-12	Ministère de la transition écologique et solidaire	1
2020-05-05	UAI	H	anciens	reponse	4	3-6	Ministère de l'économie et des finances	2
2020-05-05	UAI	H	anciens	reponse	3	3-6	Ministère de l'Europe et des affaires étrangères	1
2020-05-05	UAI	H	anciens	reponse	4	3-6	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
2020-05-05	UAI	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-05	UAI	H	anciens	reponse	9	6-12	Ministère de l'intérieur	1
2020-05-05	UAI	H	nouveaux	attente	11	6-12	Ministère de l'action et des comptes publics	1
2020-05-05	UAI	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	2
2020-05-05	UAI	H	nouveaux	attente	11	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-05	UAI	H	nouveaux	reponse	5	3-6	Ministère des solidarités et de la santé	1
2020-05-12	GDR	F	anciens	retrait	2	3	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-12	GDR	F	anciens	retrait	2	3	Ministère des solidarités et de la santé	1
2020-05-12	GDR	H	anciens	attente	11	6-12	Ministère du travail	1
2020-05-12	GDR	H	anciens	reponse	5	3-6	Ministère des armées	1
2020-05-12	GDR	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	3
2020-05-12	GDR	H	nouveaux	reponse	5	3-6	Ministère de l'action et des comptes publics	1
2020-05-12	GDR	H	nouveaux	reponse	4	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-12	GDR	H	nouveaux	reponse	8	6-12	Ministère de la culture	1
2020-05-12	GDR	H	nouveaux	reponse	6	6-12	Ministère du travail	1
2020-05-12	LFI	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	2
2020-05-12	LFI	F	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2020-05-12	LFI	F	nouveaux	reponse	5	3-6	Ministère de la transition écologique et solidaire	1
2020-05-12	LFI	F	nouveaux	reponse	6	6-12	Ministère de la culture	1
2020-05-12	LFI	H	nouveaux	attente	11	6-12	Ministère de l'Europe et des affaires étrangères	2
2020-05-12	LFI	H	nouveaux	attente	11	6-12	Ministère du travail	1
2020-05-12	LFI	H	nouveaux	attente	11	6-12	Premier ministre	1
2020-05-12	LFI	H	nouveaux	reponse	2	3	Secrétariat d'État auprès du Ministère de l'économie et des finances	1
2020-05-12	LFI	H	nouveaux	reponse	3	3-6	Ministère de l'intérieur	1
2020-05-12	LFI	H	nouveaux	reponse	3	3-6	Ministère de la culture	1
2020-05-12	LFI	H	nouveaux	reponse	6	6-12	Ministère de la culture	2
2020-05-12	LFI	H	nouveaux	reponse	6	6-12	Ministère du travail	1
2020-05-12	LFI	H	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2020-05-12	LR	F	anciens	reponse	3	3-6	Ministère de l'économie et des finances	1
2020-05-12	LR	F	anciens	reponse	7	6-12	Ministère de l'économie et des finances	1
2020-05-12	LR	F	anciens	retrait	4	3-6	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-12	LR	F	nouveaux	attente	11	6-12	Ministère de l'action et des comptes publics	1
2020-05-12	LR	F	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-12	LR	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	3
2020-05-12	LR	F	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-12	LR	F	nouveaux	reponse	4	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-12	LR	F	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	1
2020-05-12	LR	F	nouveaux	reponse	8	6-12	Ministère de l'économie et des finances	3
2020-05-12	LR	F	nouveaux	reponse	8	6-12	Ministère de la culture	2
2020-05-12	LR	H	anciens	attente	11	6-12	Ministère de l'économie et des finances	2
2020-05-12	LR	H	anciens	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-12	LR	H	anciens	attente	11	6-12	Ministère des sports	1
2020-05-12	LR	H	anciens	reponse	1	2	Ministère de la justice	1
2020-05-12	LR	H	anciens	reponse	3	3-6	Ministère de l'économie et des finances	3
2020-05-12	LR	H	anciens	reponse	4	3-6	Ministère de l'intérieur	1
2020-05-12	LR	H	anciens	reponse	5	3-6	Ministère des armées	1
2020-05-12	LR	H	anciens	reponse	9	6-12	Ministère de l'action et des comptes publics	1
2020-05-12	LR	H	anciens	reponse	7	6-12	Ministère de l'économie et des finances	6
2020-05-12	LR	H	anciens	reponse	7	6-12	Ministère de la culture	1
2020-05-12	LR	H	anciens	reponse	8	6-12	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2020-05-12	LR	H	anciens	reponse	10	6-12	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire, des transports	1
2020-05-12	LR	H	anciens	retrait	1	2	Ministère de l'intérieur	1
2020-05-12	LR	H	anciens	retrait	1	2	Ministère de la transition écologique et solidaire	1
2020-05-12	LR	H	anciens	retrait	3	3-6	Ministère de l'action et des comptes publics	1
2020-05-12	LR	H	anciens	retrait	3	3-6	Ministère de l'économie et des finances	2
2020-05-12	LR	H	anciens	retrait	3	3-6	Ministère de la culture	1
2020-05-12	LR	H	anciens	retrait	3	3-6	Ministère des solidarités et de la santé	1
2020-05-12	LR	H	anciens	retrait	9	6-12	Ministère de l'éducation nationale et de la jeunesse	1
2020-05-12	LR	H	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	2
2020-05-12	LR	H	nouveaux	attente	11	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-12	LR	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	2
2020-05-12	LR	H	nouveaux	attente	11	6-12	Ministère de la transition écologique et solidaire	1
2020-05-12	LR	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	3
2020-05-12	LR	H	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2020-05-12	LR	H	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	1
2020-05-12	LR	H	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-12	LR	H	nouveaux	reponse	4	3-6	Ministère de l'économie et des finances	1
2020-05-12	LR	H	nouveaux	reponse	7	6-12	Ministère de l'économie et des finances	3
2020-05-12	LR	H	nouveaux	reponse	8	6-12	Ministère de la culture	1
2020-05-12	LR	H	nouveaux	reponse	10	6-12	Secrétariat d'État auprès du Ministère de la transition écologique et solidaire, des transports	1
2020-05-12	LREM	F	anciens	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	3
2020-05-12	LREM	F	anciens	attente	11	6-12	Ministère du travail	1
2020-05-12	LREM	F	anciens	reponse	0	1	Ministère du travail	1
2020-05-12	LREM	F	anciens	reponse	3	3-6	Ministère de l'action et des comptes publics	1
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Ministère de l'intérieur	2
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Ministère de la culture	1
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	5
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Ministère des sports	1
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Ministère du travail	1
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Secrétariat d'État auprès du Ministère de l'économie et des finances et du Ministère de l'action et des comptes publics, du numérique	1
2020-05-12	LREM	F	nouveaux	attente	11	6-12	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2020-05-12	LREM	F	nouveaux	reponse	1	2	Ministère de l'économie et des finances	1
2020-05-12	LREM	F	nouveaux	reponse	2	3	Ministère des solidarités et de la santé	2
2020-05-12	LREM	F	nouveaux	reponse	5	3-6	Ministère de l'agriculture et de l'alimentation	1
2020-05-12	LREM	F	nouveaux	reponse	3	3-6	Ministère de l'économie et des finances	2
2020-05-12	LREM	F	nouveaux	reponse	10	6-12	Ministère de l'économie et des finances	1
2020-05-12	LREM	F	nouveaux	reponse	6	6-12	Ministère de l'enseignement supérieur, de la recherche et de l'innovation	1
2020-05-12	LREM	F	nouveaux	reponse	6	6-12	Ministère de l'Europe et des affaires étrangères	1
2020-05-12	LREM	F	nouveaux	reponse	8	6-12	Ministère de la culture	1
2020-05-12	LREM	F	nouveaux	reponse	6	6-12	Ministère du travail	1
2020-05-12	LREM	F	nouveaux	reponse	6	6-12	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2020-05-12	LREM	H	anciens	attente	11	6-12	Ministère de l'intérieur	1
2020-05-12	LREM	H	anciens	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-12	LREM	H	anciens	attente	11	6-12	Secrétariat d'État auprès du Premier ministre, chargée de l'égalité entre les femmes et les hommes et de la lutte contre les discriminations	1
2020-05-12	LREM	H	anciens	attente	11	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	1
2020-05-12	LREM	H	anciens	reponse	8	6-12	Ministère de la transition écologique et solidaire	1
2020-05-12	LREM	H	anciens	reponse	8	6-12	Secrétariat d'État auprès du Premier ministre, des personnes handicapées	2
2020-05-12	LREM	H	anciens	retrait	4	3-6	Ministère de l'économie et des finances	2
2020-05-12	LREM	H	anciens	retrait	4	3-6	Ministère de la culture	1
2020-05-12	LREM	H	anciens	retrait	4	3-6	Ministère des sports	1
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Ministère de l'économie et des finances	1
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Ministère de l'éducation nationale et de la jeunesse	2
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Ministère de l'intérieur	4
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Ministère des solidarités et de la santé	1
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Premier ministre	1
2020-05-12	LREM	H	nouveaux	attente	11	6-12	Secrétariat d'État auprès du Ministère de l'Europe et des affaires étrangères	1
2020-05-12	LREM	H	nouveaux	reponse	0	1	Secrétariat d'État auprès du Ministère de l'action et des comptes publics	1
2020-05-12	LREM	H	nouveaux	reponse	1	2	Ministère de l'Europe et des affaires étrangères	1
2020-05-12	LREM	H	nouveaux	reponse	2	3	Ministère de l'action et des comptes publics	1
2020-05-12	LREM	H	nouveaux	reponse	2	3	Ministère de la cohésion des territoires et des relations avec les collectivités territoriales	1
